,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
351,12,10,10,7,5,0,0,3,4,3,2,0,6,5,2,5,0,2
352,12,10,5,2,5,5,0,5,3,2,3,5,5,4,4,2,3,1
353,12,1,1,1,0,0,0,1,3,3,0,0,4,0,2,1,0,3
354,12,2,2,2,0,0,2,1,2,2,0,0,5,2,1,1,0,3
355,12,10,10,10,10,0,2,3,4,3,3,0,4,4,1,7,0,2
356,12,10,10,3,10,0,10,1,3,1,3,0,6,3,1,4,0,0
357,12,10,4,0,4,4,0,5,1,0,1,5,5,3,3,1,4,1
358,12,7,0,0,0,1,2,1,0,0,0,3,3,3,1,0,1,3
359,12,10,0,0,0,1,0,3,0,0,0,1,3,2,2,0,1,3
360,12,10,7,5,3,0,0,2,2,2,1,0,3,1,1,3,0,0
361,12,10,0,0,0,3,0,3,0,0,0,1,3,2,1,0,1,3
362,8,8,7,4,4,0,0,1,1,1,1,0,6,1,1,2,0,0
363,12,10,10,3,7,3,5,3,5,4,3,6,5,6,2,6,5,2
364,12,10,1,1,0,3,0,2,1,1,0,2,3,1,1,1,2,3
365,12,10,10,0,10,0,0,3,3,0,3,0,3,3,3,7,0,0
366,12,10,1,1,0,0,3,1,1,1,0,0,3,3,3,1,0,3
367,12,10,10,0,10,0,0,5,3,0,3,0,5,3,5,6,0,2
368,12,10,0,0,0,5,0,5,0,0,0,4,5,3,3,0,2,1
369,12,10,0,0,0,3,1,5,0,0,0,4,5,6,3,0,1,1
370,12,10,10,10,3,0,9,1,5,5,1,0,6,5,1,6,0,2
371,12,10,10,2,10,2,0,5,3,1,3,3,5,3,4,5,1,2
372,12,2,0,0,0,1,0,1,0,0,0,3,3,0,2,0,1,3
373,12,10,10,10,10,0,1,3,5,4,3,0,4,4,1,7,0,2
374,12,10,10,0,10,0,0,3,3,0,3,0,3,3,4,5,0,0
375,12,6,2,2,0,0,0,1,1,1,0,0,5,1,1,1,0,3
376,12,10,10,8,9,0,0,6,5,3,4,0,6,4,3,6,0,2
377,12,7,6,0,6,0,10,1,3,0,3,0,3,3,1,2,0,0
378,12,10,2,2,0,0,0,1,1,1,0,0,3,2,1,2,0,3
379,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
380,12,10,2,0,2,2,0,6,1,0,1,2,6,4,4,1,1,1
381,12,10,0,0,0,1,0,2,0,0,0,1,3,3,1,0,1,3
382,12,8,3,3,0,4,0,3,1,1,0,3,3,2,4,1,2,1
383,12,3,1,1,0,0,0,1,1,1,0,0,5,1,1,1,0,3
384,12,10,10,8,8,0,10,2,5,4,3,0,4,5,1,6,0,2
385,10,3,1,1,0,2,0,2,1,1,0,4,5,1,2,1,1,3
386,12,10,1,1,0,0,0,3,1,1,0,0,3,1,2,1,0,3
387,12,10,0,0,0,3,0,5,0,0,0,4,5,2,6,0,1,1
388,12,10,10,0,10,0,6,1,2,0,2,0,3,2,1,5,0,0
389,12,10,6,0,5,0,0,1,1,0,1,0,4,1,1,2,0,0
390,12,10,2,2,0,0,0,2,1,1,0,0,4,1,1,1,0,3
391,12,10,10,10,0,0,1,3,2,2,0,0,5,4,1,3,0,2
392,12,9,3,1,2,1,1,3,3,3,3,1,4,4,1,1,1,2
393,12,10,10,3,10,2,0,6,6,3,6,3,6,5,6,8,2,2
394,12,10,5,0,5,0,0,1,2,0,2,0,2,1,1,2,0,0
395,12,10,0,0,0,1,0,3,0,0,0,3,5,2,2,0,1,1
396,12,10,7,3,5,0,0,4,1,1,1,0,5,3,3,3,0,0
397,6,10,4,2,2,2,3,2,3,3,1,3,3,3,1,1,2,3
398,12,10,0,0,0,3,0,5,0,0,0,3,6,3,3,0,2,1
399,12,10,10,2,9,4,0,3,2,1,2,3,4,2,1,5,2,0
400,12,10,8,2,7,0,0,1,3,1,3,0,4,3,1,3,0,0
401,12,10,10,0,10,0,0,3,2,0,2,0,3,3,3,5,0,0
402,8,9,9,2,8,7,0,4,2,1,2,5,5,2,3,2,5,1
403,12,10,10,10,9,0,3,1,3,3,2,0,6,3,1,6,0,2
404,12,10,0,0,0,3,0,5,0,0,0,4,5,0,2,0,1,1
405,12,10,5,1,4,0,0,4,3,2,2,0,5,5,2,2,0,2
406,12,4,4,1,3,0,0,1,2,1,1,0,3,0,2,1,0,3
407,12,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
408,12,10,0,0,0,4,0,4,0,0,0,3,4,4,2,0,2,1
409,12,4,3,2,2,0,10,1,3,1,3,0,6,5,1,1,0,0
410,11,10,0,0,0,1,0,3,0,0,0,1,5,2,1,0,1,3
411,12,10,10,10,6,0,4,1,3,1,2,0,5,3,1,5,0,2
412,8,2,2,0,2,0,0,1,1,0,1,0,3,0,2,1,0,3
413,12,10,1,1,0,3,0,4,1,1,0,4,5,3,3,1,2,1
414,12,10,10,0,10,0,0,1,3,0,3,0,5,2,1,4,0,0
415,12,10,10,2,10,0,0,2,4,1,4,0,5,4,1,8,0,2
416,12,10,2,2,0,0,0,5,1,1,0,0,6,3,4,1,0,1
417,12,10,10,6,10,0,0,5,4,3,3,0,5,4,3,7,0,2
418,12,6,6,1,5,0,4,1,3,3,1,0,5,3,1,3,0,0
419,12,10,10,1,10,3,0,3,3,1,2,4,4,4,2,5,1,2
420,12,10,5,1,5,2,2,1,3,1,3,1,3,3,1,2,1,0
421,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
422,12,10,0,0,0,2,0,4,0,0,0,4,4,0,2,0,1,1
423,12,10,10,8,10,0,0,5,5,3,4,0,6,5,3,7,0,2
424,12,10,9,0,9,4,0,3,2,0,2,3,5,5,1,4,2,1
425,12,10,5,4,4,1,0,4,2,1,1,4,4,3,2,4,1,1
426,12,10,0,0,0,1,0,2,0,0,0,3,5,1,1,0,1,3
427,11,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
428,12,10,1,1,0,7,0,5,1,1,0,4,5,3,3,1,4,1
429,12,10,0,0,0,5,0,5,0,0,0,5,5,3,3,0,3,1
430,11,10,0,0,0,1,0,5,0,0,0,4,5,5,3,0,1,1
431,12,10,10,0,10,7,0,4,1,0,1,5,4,5,3,5,5,1
432,12,7,3,3,0,0,0,2,3,3,0,0,3,1,1,1,0,3
433,12,10,0,0,0,1,0,4,0,0,0,3,5,3,3,0,1,1
434,12,9,0,0,0,1,2,2,0,0,0,3,3,3,1,0,1,3
435,12,10,1,1,0,4,0,5,1,1,0,5,5,5,3,1,3,1
436,12,10,10,0,9,3,0,4,1,0,1,1,4,3,3,3,1,0
437,12,10,10,4,10,1,0,4,3,3,1,1,6,3,3,6,1,2
438,12,10,0,0,0,1,0,2,0,0,0,1,3,2,1,0,1,3
439,12,10,10,10,0,3,0,4,2,2,0,3,5,2,3,3,2,1
440,12,4,1,1,0,0,3,1,1,1,0,0,3,2,1,1,0,3
441,10,9,0,0,0,4,1,5,0,0,0,6,6,5,3,0,3,1
442,12,9,0,0,0,3,0,3,0,0,0,3,3,3,1,0,1,3
443,11,10,9,0,7,0,0,2,2,0,2,0,4,2,1,2,0,0
444,12,10,8,8,0,0,0,4,4,4,0,0,4,3,2,5,0,2
445,12,10,5,1,5,1,0,5,3,1,3,3,5,4,4,4,1,2
446,12,10,10,4,10,0,0,2,3,1,3,0,3,3,1,6,0,0
447,12,5,3,3,0,0,0,1,2,2,0,0,6,2,1,2,0,3
448,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
449,12,6,5,1,5,0,8,1,1,1,1,0,4,1,1,2,0,0
450,12,10,10,10,0,0,0,3,3,3,0,0,3,3,1,5,0,2
451,12,10,8,8,0,0,0,4,3,3,0,0,5,3,3,5,0,2
452,12,10,8,2,7,2,0,4,3,1,3,1,4,4,5,6,1,2
453,6,10,9,0,9,10,0,5,1,0,1,4,6,3,3,1,2,1
454,8,9,9,9,5,3,0,3,3,3,1,3,4,1,1,5,1,2
455,11,9,7,1,6,0,7,1,2,1,2,0,5,2,1,2,0,0
456,12,10,10,0,10,0,5,1,3,0,3,0,5,3,1,4,0,0
457,12,10,7,5,5,0,0,1,3,2,1,0,3,1,1,3,0,0
458,12,10,4,1,3,1,0,3,1,1,1,1,3,1,1,2,1,3
459,12,10,4,3,5,1,5,3,4,3,3,2,6,5,2,6,1,2
460,12,10,10,10,4,0,0,2,3,3,1,0,5,2,1,4,0,2
461,12,10,10,2,10,0,4,1,4,1,4,0,3,4,1,6,0,0
462,12,10,9,4,8,0,0,3,2,1,1,0,3,2,2,5,0,0
463,12,10,10,2,10,1,0,2,2,1,2,1,3,3,1,4,1,0
464,12,10,0,0,0,1,0,2,0,0,0,1,3,2,1,0,1,3
465,12,10,0,0,0,6,0,4,0,0,0,3,5,3,3,0,4,1
466,12,10,10,7,9,0,0,3,3,3,1,0,3,3,1,6,0,2
467,12,10,10,0,10,1,3,1,2,0,2,1,5,3,1,3,1,0
468,12,10,10,9,10,4,0,5,4,3,3,4,6,3,4,8,3,2
469,12,4,2,2,0,0,0,1,3,3,0,0,5,4,1,1,0,3
470,12,10,2,2,0,6,2,5,1,1,0,6,5,6,3,1,4,1
471,12,10,0,0,0,5,0,4,0,0,0,3,4,3,2,0,2,1
472,12,10,10,5,10,0,0,3,3,2,3,0,5,3,3,6,0,2
473,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
474,12,10,4,0,4,0,0,3,1,0,1,0,3,1,1,1,0,3
475,12,10,2,0,2,0,0,4,1,0,1,0,6,4,4,1,0,1
476,12,10,9,3,6,2,0,4,3,3,1,3,4,3,3,5,1,2
477,12,8,10,7,10,0,3,1,5,4,3,0,6,4,1,6,0,2
478,11,10,0,0,0,2,0,4,0,0,0,3,4,2,3,0,1,1
479,12,10,1,1,0,0,0,2,1,1,0,0,5,2,1,1,0,3
480,12,6,5,0,5,0,6,1,1,0,1,0,5,3,1,2,0,0
481,12,10,10,6,9,0,4,1,4,3,3,0,5,3,1,5,0,2
482,12,6,0,0,0,3,0,1,0,0,0,6,5,6,1,0,1,1
483,12,8,0,0,0,4,0,1,0,0,0,2,3,1,1,0,3,3
484,12,10,10,10,5,0,10,1,4,3,1,0,6,2,1,5,0,2
485,12,10,10,10,0,0,10,1,5,5,0,0,5,5,1,7,0,2
486,12,10,0,0,0,5,0,4,0,0,0,3,4,3,3,0,3,1
487,12,10,10,10,10,0,7,1,4,3,3,0,5,4,1,6,0,2
488,12,10,2,2,0,4,0,5,1,1,0,4,6,3,3,1,3,1
489,12,8,8,8,2,0,6,1,3,2,2,0,6,3,1,4,0,2
490,12,10,10,4,10,3,0,4,4,3,3,3,5,3,3,5,2,2
491,12,10,0,0,0,4,0,6,0,0,0,3,6,3,3,0,2,1
492,12,10,10,10,10,0,6,2,5,5,2,0,5,5,1,8,0,2
493,12,10,3,3,1,1,1,2,3,3,1,3,4,1,1,3,1,3
494,12,10,10,10,1,2,0,4,2,2,1,2,5,2,2,4,1,2
495,12,10,3,3,0,7,0,6,1,1,0,4,6,4,4,1,5,1
496,12,10,0,0,0,3,0,3,0,0,0,2,4,2,2,0,1,3
497,12,10,0,0,0,6,0,3,0,0,0,2,3,3,3,0,4,1
498,12,7,5,0,4,0,10,1,2,0,2,0,5,3,1,1,0,0
499,12,10,9,9,1,0,0,3,2,2,1,0,3,3,3,3,0,2
500,12,10,10,2,10,1,0,3,3,1,3,1,3,2,1,4,1,0
501,12,10,9,7,5,0,1,6,6,6,1,0,6,6,6,8,0,2
502,12,10,6,6,0,0,10,1,2,2,0,0,6,2,1,3,0,2
503,11,10,10,4,10,0,0,2,3,2,3,0,4,2,1,5,0,2
504,12,9,9,0,9,0,3,1,1,0,1,0,4,3,1,2,0,0
505,12,8,6,0,6,0,10,1,1,0,1,0,3,2,1,2,0,0
506,12,10,9,0,8,0,0,3,2,0,2,0,3,2,3,4,0,0
507,12,10,10,10,4,0,10,3,6,6,4,0,6,6,2,8,0,2
508,12,10,0,0,0,2,0,3,0,0,0,1,3,2,3,0,1,3
509,12,10,10,10,6,3,0,5,3,3,1,3,6,3,3,7,1,2
510,12,10,9,0,8,0,7,1,1,0,1,0,4,1,1,3,0,0
511,12,10,10,5,10,0,3,3,6,4,5,0,6,6,1,7,0,2
512,12,10,1,1,0,5,0,4,3,3,0,6,5,4,2,2,2,1
513,12,10,8,3,6,2,0,4,3,1,3,3,4,4,4,3,1,2
514,12,10,10,5,10,0,1,3,4,3,3,0,6,4,1,6,0,2
515,12,10,10,10,0,0,10,1,2,2,0,0,5,2,1,3,0,2
516,12,10,0,0,0,3,0,3,0,0,0,3,3,1,1,0,2,3
517,12,2,0,0,0,1,0,2,0,0,0,5,6,0,2,0,1,3
518,12,10,10,0,10,0,10,1,2,0,2,0,6,2,1,4,0,0
519,12,10,6,0,6,0,0,3,1,0,1,0,3,2,6,3,0,0
520,8,10,5,5,0,10,0,6,2,2,0,4,6,3,4,2,5,1
521,12,10,10,1,10,0,0,4,3,1,3,0,4,4,5,5,0,2
522,12,5,0,0,0,2,0,2,0,0,0,3,3,2,2,0,2,3
523,12,10,10,1,10,0,0,1,3,1,2,0,5,3,1,5,0,0
524,12,10,10,9,8,0,0,4,4,4,3,0,5,3,2,6,0,2
525,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
526,10,10,2,2,0,8,0,5,1,1,0,6,5,4,3,1,6,1
527,12,9,1,1,0,2,0,4,3,3,0,5,6,2,2,1,1,1
528,12,10,10,3,9,0,4,1,2,1,1,0,5,2,1,3,0,0
529,9,10,10,2,9,2,0,3,3,2,2,1,3,2,3,2,1,0
530,12,10,9,0,9,0,4,1,3,0,3,0,3,3,1,3,0,0
531,12,10,10,5,10,1,0,3,3,3,3,1,3,3,2,6,1,2
532,12,10,5,1,4,0,0,3,1,1,1,0,4,1,1,2,0,3
533,12,10,6,2,5,2,0,3,2,1,2,3,5,2,2,3,1,1
534,12,10,10,6,10,0,1,3,4,4,1,0,5,5,3,5,0,2
535,12,2,1,1,0,0,0,1,3,3,0,0,6,5,1,1,0,3
536,12,10,10,9,7,0,1,4,5,4,3,0,6,3,2,7,0,2
537,12,10,7,7,0,8,0,5,3,3,0,4,6,3,3,4,3,1
538,12,5,4,4,0,0,5,1,2,2,0,0,4,3,1,2,0,3
539,12,10,10,7,10,8,0,5,3,3,2,3,4,5,5,7,5,2
540,12,10,10,0,10,1,0,3,3,0,3,1,3,3,3,6,1,0
541,12,3,3,2,2,0,10,1,2,1,1,0,5,3,1,2,0,3
542,12,10,1,0,1,9,0,3,1,0,1,5,3,4,1,1,8,1
543,6,9,4,4,0,0,4,1,1,1,0,0,5,2,1,1,0,3
544,11,10,9,9,0,0,9,2,5,5,0,0,6,5,1,3,0,2
545,12,10,10,8,9,0,0,5,4,3,3,0,5,3,3,7,0,2
546,12,10,9,9,0,0,10,2,5,5,0,0,6,4,1,5,0,2
547,12,10,10,0,10,0,0,1,3,0,3,0,3,3,3,3,0,0
548,10,8,8,8,0,0,10,1,4,4,0,0,6,4,1,6,0,2
549,6,9,5,5,0,2,0,3,3,3,0,1,3,1,1,2,1,3
550,12,10,10,10,10,1,3,6,6,6,5,2,6,6,3,8,1,2
551,12,10,10,7,8,2,0,5,4,4,2,3,5,4,5,6,2,2
552,12,10,4,4,0,7,0,5,1,1,0,5,5,5,5,1,3,1
553,12,10,7,7,0,3,0,3,3,3,0,3,5,3,1,4,2,2
554,11,9,1,1,0,7,2,3,3,3,0,5,5,6,1,1,4,1
555,12,10,10,0,10,0,0,1,3,0,3,0,4,3,1,6,0,0
556,12,10,0,0,0,1,0,4,0,0,0,3,4,3,3,0,1,1
557,6,10,7,2,4,9,0,5,1,1,1,5,5,3,3,1,7,1
558,12,10,0,0,0,7,0,5,0,0,0,3,5,3,3,0,2,1
559,12,10,3,3,0,2,0,1,1,1,0,1,3,1,1,1,1,3
560,12,10,10,5,10,0,9,3,6,3,5,0,5,5,1,8,0,2
561,12,10,0,0,0,2,0,2,0,0,0,3,3,3,1,0,1,3
562,12,10,3,0,3,0,0,3,1,0,1,0,2,1,5,1,0,3
563,12,10,10,10,9,0,9,3,6,6,3,0,5,6,1,7,0,2
564,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
565,12,10,10,0,10,0,3,4,4,0,4,0,6,6,3,7,0,2
566,12,10,7,7,0,0,10,1,1,1,0,0,6,2,1,4,0,0
567,12,10,10,0,10,0,0,4,3,0,3,0,3,1,6,3,0,0
568,12,8,5,3,2,0,4,1,1,1,1,0,6,1,1,2,0,3
569,10,10,3,3,0,3,0,5,2,2,0,2,6,3,3,1,1,1
570,12,10,4,4,0,0,0,3,3,3,0,0,4,2,2,2,0,3
571,12,10,0,0,0,1,0,3,0,0,0,4,4,1,6,0,2,1
572,12,10,0,0,0,1,0,3,0,0,0,3,5,2,2,0,1,1
573,12,1,1,1,0,0,0,1,1,1,0,0,6,0,2,1,0,3
574,12,10,10,10,0,0,0,4,6,6,0,0,6,5,3,8,0,2
575,12,8,5,0,5,0,0,3,1,0,1,0,3,4,1,1,0,3
576,12,10,0,0,0,3,0,5,0,0,0,2,5,3,4,0,1,1
577,12,10,5,4,3,3,0,5,3,3,1,3,5,3,3,2,1,1
578,12,10,5,5,0,0,0,3,3,3,0,0,5,3,1,2,0,2
579,12,10,1,1,0,0,0,1,2,2,0,0,5,2,1,1,0,3
580,12,10,0,0,0,4,1,3,0,0,0,3,4,4,2,0,2,1
581,12,10,10,8,8,0,10,1,4,3,3,0,6,3,1,6,0,2
582,12,10,0,0,0,1,0,5,0,0,0,4,5,4,3,0,1,1
583,12,10,0,0,0,2,0,4,0,0,0,3,4,2,3,0,2,1
584,12,10,10,6,10,0,0,3,6,5,3,0,6,5,2,7,0,2
585,12,10,10,10,10,1,0,6,5,5,1,3,6,6,4,7,1,2
586,12,5,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
587,12,10,10,10,10,0,10,3,6,6,4,0,5,6,2,7,0,2
588,12,6,4,2,3,0,2,1,1,1,1,0,4,2,1,2,0,3
589,12,10,10,10,3,5,0,4,3,3,1,4,5,5,2,5,2,2
590,12,10,10,3,10,0,0,3,3,2,2,0,5,2,2,6,0,2
591,12,10,10,10,10,0,0,5,6,5,3,0,6,6,3,7,0,2
592,12,10,5,5,0,0,0,3,3,3,0,0,4,2,2,4,0,2
593,11,10,0,0,0,4,0,3,0,0,0,3,3,4,3,0,1,1
594,12,10,3,3,0,1,0,3,1,1,0,1,3,3,2,1,1,3
595,12,6,5,0,5,0,2,1,1,0,1,0,4,1,1,2,0,0
596,12,4,1,1,0,3,0,1,2,2,0,3,3,4,1,1,3,3
597,12,10,10,10,4,0,0,5,3,3,1,0,6,3,3,6,0,2
598,12,10,10,10,2,2,3,1,3,3,1,1,4,3,1,6,1,2
599,12,10,1,0,1,0,0,2,1,0,1,0,2,3,1,1,0,3
600,11,10,7,7,0,4,0,4,1,1,0,4,4,4,2,2,2,1
601,11,10,0,0,0,4,0,3,0,0,0,1,3,2,2,0,1,3
602,12,10,0,0,0,5,0,5,0,0,0,6,6,3,3,0,3,1
603,12,10,6,2,5,0,0,2,2,1,1,0,5,2,1,2,0,0
604,12,10,7,7,0,0,0,3,2,2,0,0,5,2,2,4,0,2
605,12,6,5,5,0,0,8,1,3,3,0,0,3,4,1,2,0,3
606,12,10,9,0,8,5,0,5,1,0,1,5,5,3,3,2,2,1
607,12,7,7,0,7,0,8,1,3,0,3,0,5,3,1,2,0,0
608,12,10,10,0,10,5,0,4,1,0,1,3,5,3,2,3,3,1
609,12,10,10,5,10,0,0,3,3,2,2,0,4,3,1,7,0,2
610,12,10,10,10,10,10,0,5,4,3,3,6,5,6,3,7,7,1
611,12,9,1,1,0,1,1,3,1,1,0,3,5,5,2,1,1,1
612,12,10,10,10,10,0,8,1,3,2,1,0,5,3,1,5,0,2
613,12,10,10,5,10,3,0,5,3,2,2,3,5,3,4,6,2,2
614,12,10,1,1,0,1,0,4,1,1,0,3,4,2,3,1,1,1
615,12,10,0,0,0,10,0,5,0,0,0,4,6,3,3,0,7,1
616,12,10,10,10,10,0,10,2,5,3,5,0,5,5,1,7,0,2
617,12,10,10,0,10,1,0,3,2,0,2,3,4,2,2,5,1,0
618,10,3,2,0,2,0,5,1,1,0,1,0,4,1,1,1,0,3
619,12,10,10,6,10,0,0,4,5,5,3,0,6,3,3,7,0,2
620,12,10,10,10,10,0,1,3,5,4,5,0,5,5,1,8,0,2
621,12,5,0,0,0,1,2,1,0,0,0,1,3,1,1,0,1,3
622,12,10,9,7,8,5,3,5,5,5,2,4,6,5,3,8,3,2
623,12,10,10,1,10,0,1,1,1,1,1,0,4,1,1,5,0,0
624,12,10,10,10,6,0,1,4,6,6,1,0,5,5,2,7,0,2
625,12,10,7,7,0,0,0,3,2,2,0,0,3,3,3,4,0,2
626,10,9,9,2,8,0,2,2,3,1,3,0,3,2,1,4,0,0
627,12,10,7,5,4,1,0,3,3,2,1,1,4,3,2,5,1,2
628,12,10,10,9,10,2,1,3,4,3,3,3,4,5,3,8,3,2
629,12,10,10,10,10,0,9,2,5,4,4,0,5,5,1,7,0,2
630,12,10,10,0,10,0,1,1,3,0,3,0,3,3,1,7,0,0
631,12,10,0,0,0,1,0,3,0,0,0,3,3,3,1,0,1,3
632,12,7,1,1,0,0,0,1,1,1,0,0,6,2,1,1,0,3
633,11,10,9,2,9,2,1,3,2,1,2,5,3,5,3,3,2,1
634,12,10,6,4,4,5,2,4,4,2,3,6,6,6,4,4,5,1
635,12,7,5,4,4,0,3,1,2,1,1,0,5,2,1,2,0,0
636,12,10,0,0,0,2,0,3,0,0,0,1,3,2,1,0,1,3
637,12,6,0,0,0,1,0,5,0,0,0,5,6,4,4,0,1,1
638,12,10,0,0,0,1,0,1,0,0,0,1,4,1,1,0,1,3
639,12,10,10,7,10,0,10,1,3,3,2,0,5,3,1,5,0,2
640,12,10,10,7,8,0,3,1,3,3,3,0,5,3,1,5,0,2
641,12,10,0,0,0,7,0,4,0,0,0,2,4,3,3,0,2,1
642,12,10,10,7,8,0,10,1,4,3,3,0,6,4,1,5,0,2
643,12,10,10,6,10,0,0,6,5,4,3,0,6,5,5,7,0,2
644,12,10,10,10,10,3,3,3,5,4,3,3,6,5,1,7,1,2
645,12,10,10,6,10,0,10,3,6,3,6,0,6,6,1,8,0,2
646,12,10,3,3,0,6,0,5,1,1,0,3,5,3,3,1,3,1
647,12,10,10,10,4,0,0,5,3,3,1,0,6,3,3,6,0,2
648,12,10,5,0,4,5,5,1,2,0,2,4,4,5,1,1,3,1
649,12,10,0,0,0,2,0,3,0,0,0,3,3,1,6,0,1,1
650,9,10,10,0,9,5,0,3,1,0,1,3,3,2,2,2,1,1
651,12,10,10,3,10,4,0,3,3,1,3,3,3,2,2,7,1,2
652,11,10,10,10,10,0,0,5,6,6,4,0,6,5,3,8,0,2
653,11,4,3,0,3,0,10,1,1,0,1,0,6,3,1,1,0,3
654,12,0,0,0,0,1,0,0,0,0,0,1,5,0,2,0,1,3
655,12,10,10,5,10,1,3,3,5,4,4,2,4,5,3,7,1,2
656,12,9,8,2,6,0,10,2,4,3,4,0,4,5,1,3,0,2
657,12,3,2,2,0,0,0,1,1,1,0,0,3,1,1,1,0,3
658,12,10,10,5,10,5,1,4,5,3,4,5,5,6,3,8,7,2
659,12,2,2,0,2,0,2,1,1,0,1,0,3,2,1,2,0,3
660,12,10,2,2,1,0,1,3,3,2,2,0,5,4,2,5,0,2
661,12,10,10,10,0,0,7,1,4,4,0,0,5,4,1,6,0,2
662,12,10,10,10,0,2,0,2,3,3,0,1,6,3,1,5,1,2
663,12,10,1,1,0,2,1,2,1,1,0,3,3,3,1,1,1,3
664,12,10,10,5,8,0,0,3,3,3,2,0,5,5,2,6,0,2
665,12,9,6,3,5,0,3,1,2,1,1,0,6,2,1,5,0,0
666,12,10,10,0,10,0,0,3,1,0,1,0,3,1,6,4,0,0
667,8,2,2,2,0,0,0,1,1,1,0,0,3,0,2,1,0,3
668,12,10,10,10,10,0,10,1,4,3,3,0,5,4,1,7,0,2
669,12,10,3,3,0,2,0,6,6,6,0,3,6,5,5,2,1,2
670,12,10,4,4,0,1,0,3,1,1,0,3,4,3,2,2,1,1
671,10,9,0,0,0,3,0,3,0,0,0,4,4,2,3,0,1,1
672,12,10,10,3,10,0,0,2,3,2,3,0,6,3,1,5,0,2
673,12,10,7,0,6,1,0,3,2,0,2,1,3,2,3,2,1,0
674,12,10,0,0,0,5,0,4,0,0,0,3,5,3,3,0,2,1
675,12,10,10,2,10,0,0,1,3,1,3,0,4,3,1,6,0,0
676,12,10,0,0,0,2,0,5,0,0,0,2,5,3,3,0,1,1
677,12,10,10,8,10,1,2,2,5,4,3,1,5,4,1,8,1,2
678,12,10,5,0,5,0,0,2,1,0,1,0,2,1,5,2,0,0
679,12,10,1,1,0,6,0,5,1,1,0,5,5,5,3,1,4,1
680,10,2,2,0,1,0,5,1,1,0,1,0,5,1,1,1,0,3
681,8,10,3,3,0,0,0,5,1,1,0,5,5,2,3,1,3,1
682,12,10,10,1,10,1,1,3,2,1,1,3,3,4,3,3,1,0
683,12,10,10,10,0,0,0,1,3,3,0,0,4,3,1,5,0,2
684,12,10,10,0,10,1,0,4,3,0,3,3,5,3,4,3,2,0
685,12,10,0,0,0,4,0,3,0,0,0,1,3,2,3,0,1,1
686,12,9,6,0,5,0,3,1,3,0,3,0,6,3,1,5,0,0
687,7,10,2,0,2,0,0,3,1,0,1,0,4,1,1,1,0,3
688,12,10,6,5,2,0,0,3,1,1,1,0,3,4,2,3,0,3
689,12,9,8,8,0,1,5,1,3,3,0,1,5,3,1,5,1,2
690,12,10,10,10,10,0,10,1,4,3,2,0,6,4,1,7,0,2
691,12,10,5,5,0,0,2,1,3,3,0,0,6,3,1,2,0,2
692,7,10,10,0,9,2,0,2,1,0,1,2,2,1,2,2,1,0
693,12,10,10,10,10,0,4,2,3,3,2,0,4,3,1,5,0,2
694,12,10,5,2,5,1,0,2,2,1,1,2,3,2,1,3,1,0
695,12,10,10,3,10,0,0,3,1,1,1,0,5,3,1,4,0,0
696,6,10,2,2,0,7,0,5,1,1,0,5,5,2,3,1,3,1
697,12,10,10,0,10,0,0,4,1,0,1,0,4,1,6,3,0,0
698,12,10,10,10,10,0,10,1,4,3,3,0,5,3,1,8,0,2
699,12,10,10,1,9,0,0,3,1,1,1,0,3,2,1,3,0,0
700,12,10,0,0,0,2,0,4,0,0,0,4,5,2,2,0,1,1
701,6,9,0,0,0,2,0,3,0,0,0,3,3,1,1,0,1,3
702,12,10,0,0,0,4,1,2,0,0,0,3,3,3,1,0,2,1
703,12,10,5,5,0,0,0,4,1,1,0,0,4,2,2,1,0,3
704,12,10,10,10,5,0,0,2,3,3,1,0,5,3,1,6,0,2
705,12,10,5,5,0,0,0,1,3,3,0,0,3,3,1,4,0,2
706,12,10,1,1,0,1,0,3,1,1,0,1,3,1,4,1,1,3
707,12,10,0,0,0,5,0,3,0,0,0,3,3,3,2,0,2,1
708,12,10,10,8,10,2,1,6,5,5,3,3,6,6,4,7,1,2
709,12,10,10,10,10,3,4,3,5,5,3,3,5,6,2,7,1,2
710,12,10,0,0,0,2,0,5,0,0,0,5,6,3,3,0,1,1
